path,split,style,macro,tags_clean,pic_name,user_name
D:\leo\dataset_teste\robisto\chictopia\Mesmerize87\28224.jpg,train,basic,CASUAL_BASICO,"off white,leather,zara shorts,ivory,leather,zara top,camel,pull&bear sneakers,",28224.jpg,Mesmerize87
D:\leo\dataset_teste\robisto\chictopia\amelie240\22132.jpg,train,eclectic,TRENDY_ECLECTIC,"brown,cowboy,bronx boots,black,fringed,new yorker skirt,army green,comic,new yorker blouse,",22132.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\sayruhdee\186635.jpg,train,bohemian,EXPRESSIVE,"purple dress,green cardigan,",186635.jpg,sayruhdee
D:\leo\dataset_teste\robisto\chictopia\barbali\94166.jpg,train,urban,TRENDY_ECLECTIC,"brown,american apparel top,beige,american apparel belt,blue,american apparel shorts,white,american a",94166.jpg,barbali
D:\leo\dataset_teste\robisto\chictopia\danieli\121014.jpg,train,casual,CASUAL_BASICO,"sergio rossi boots,h&m shirt,prada sunglasses,h&m pants,massimo dutti cardigan,",121014.jpg,danieli
D:\leo\dataset_teste\robisto\chictopia\sugarsugar_dina\193294.jpg,train,comfortable,CASUAL_BASICO,"gold,golden 80s cardigan,thrifted cardigan,camel,cheeta print halloween,kroger stockings,",193294.jpg,sugarsugar_dina
D:\leo\dataset_teste\robisto\chictopia\467360150\130423.jpg,train,casual,CASUAL_BASICO,"tan scarf,white,lace,top,beige,cropped,pants,light brown cardigan,light brown wedges,",130423.jpg,467360150
D:\leo\dataset_teste\robisto\chictopia\Kasica\80896.jpg,train,rocker,EXPRESSIVE,"studded.pl shoes,foxy,sweater,minusey vest,",80896.jpg,Kasica
D:\leo\dataset_teste\robisto\chictopia\demetrats\224047.jpg,train,classic,CASUAL_BASICO,"sweater,",224047.jpg,demetrats
D:\leo\dataset_teste\robisto\chictopia\mahayanna\41120.jpg,train,trendy,TRENDY_ECLECTIC,"white,new look shirt,",41120.jpg,mahayanna
D:\leo\dataset_teste\robisto\chictopia\christinasstyle\131787.jpg,train,classic,CASUAL_BASICO,"color block,chanel shoes,cream,fendi dress,python,christian dior bag,bracelets and earrings,kate spa",131787.jpg,christinasstyle
D:\leo\dataset_teste\robisto\chictopia\deathbyplatforms\7410.jpg,train,rocker,EXPRESSIVE,"black,maxi,mash up skirt,black,topshop top,black,soule phenomenon shoes,",7410.jpg,deathbyplatforms
D:\leo\dataset_teste\robisto\chictopia\amelie240\13368.jpg,train,urban,TRENDY_ECLECTIC,"white,cutout,jyjz sweater,heather gray,ruffle high-waisted,jyjz shorts,white,aint laurent without th",13368.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\Kessi_007\166451.jpg,train,basic,CASUAL_BASICO,"massimo dutti jacket,",166451.jpg,Kessi_007
D:\leo\dataset_teste\robisto\chictopia\arvidfeeney558\287978.jpg,train,bohemian,EXPRESSIVE,"neutral,bedding,sin in linen home decor,beige,throw pillows,sin in linen home decor,ivory,crochet la",287978.jpg,arvidfeeney558
D:\leo\dataset_teste\robisto\chictopia\albina694\126376.jpg,train,urban,TRENDY_ECLECTIC,"black,cut out scallop,topshop dress,",126376.jpg,albina694
D:\leo\dataset_teste\robisto\chictopia\Univsall_kai\2717.jpg,train,bohemian,EXPRESSIVE,"camel,target socks,brick red,forever 21 jumper,brown,target wedges,forest green,forever 21 necklace,",2717.jpg,Univsall_kai
D:\leo\dataset_teste\robisto\chictopia\missinglovebirds\112452.jpg,train,comfortable,CASUAL_BASICO,"thrifted shoes,urban outfitters dress,",112452.jpg,missinglovebirds
D:\leo\dataset_teste\robisto\chictopia\k8michele\95788.jpg,train,urban,TRENDY_ECLECTIC,"silver,leather,proenza schouler for target jacket,black,tunic turtle neck,h&m top,black,hoodie, zip",95788.jpg,k8michele
D:\leo\dataset_teste\robisto\chictopia\slicari\41966.jpg,train,eclectic,TRENDY_ECLECTIC,"urban outfitters blouse,forever 21 shoes,",41966.jpg,slicari
D:\leo\dataset_teste\robisto\chictopia\NicolleEvans\61971.jpg,train,bohemian,EXPRESSIVE,"black,casual,asos clogs,",61971.jpg,NicolleEvans
D:\leo\dataset_teste\robisto\chictopia\cocoandvera\44824.jpg,train,classic,CASUAL_BASICO,"silver,anjolee ring,",44824.jpg,cocoandvera
D:\leo\dataset_teste\robisto\chictopia\amelie240\16856.jpg,train,classic,CASUAL_BASICO,"brown pants,white,crystal pendant,swarovski necklace,brown,plaid pants,zara pants,",16856.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\isznabera\236411.jpg,train,chic,CHIC_ROMANTIC,"brown,lace-up,spring boots,h&m jeans,carrot orange,h&m blazer,leopard print,zara bag,peach,lace,fore",236411.jpg,isznabera
D:\leo\dataset_teste\robisto\chictopia\ReginaDiCuori\194969.jpg,train,trendy,TRENDY_ECLECTIC,"navy,persunmall blazer,black,noirlu tights,black,chanel bag,black,aldo wedges,",194969.jpg,ReginaDiCuori
D:\leo\dataset_teste\robisto\chictopia\maarissa\213866.jpg,train,basic,CASUAL_BASICO,"sh jacket,bershka shorts,stradivarius heels,",213866.jpg,maarissa
D:\leo\dataset_teste\robisto\chictopia\camren103\159625.jpg,train,comfortable,CASUAL_BASICO,"zara cardigan,",159625.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\Slimskii\100151.jpg,train,trendy,TRENDY_ECLECTIC,"shredded cutoff denim,slimskii romper,",100151.jpg,Slimskii
D:\leo\dataset_teste\robisto\chictopia\mandigarcia\123214.jpg,train,classic,CASUAL_BASICO,"brown,topshop vest,ivory,topshop shirt,brown,vintage shorts,black,vintage belt,",123214.jpg,mandigarcia
D:\leo\dataset_teste\robisto\chictopia\Rosapelsblog\25019.jpg,train,chic,CHIC_ROMANTIC,"h&m blazer,",25019.jpg,Rosapelsblog
D:\leo\dataset_teste\robisto\chictopia\LaBlancheNoire\133422.jpg,train,basic,CASUAL_BASICO,"black,river island pants,",133422.jpg,LaBlancheNoire
D:\leo\dataset_teste\robisto\chictopia\feelikeadoll\106430.jpg,train,romantic,CHIC_ROMANTIC,"black,headband,modcloth,black,modcloth top,white,striped,pepa loves via modcloth skirt,black,heart p",106430.jpg,feelikeadoll
D:\leo\dataset_teste\robisto\chictopia\MariaKarapanagioti9012\272941.jpg,train,rocker,EXPRESSIVE,"black jacket,black skirt,t-shirt,black boots,gold accessories,",272941.jpg,MariaKarapanagioti9012
D:\leo\dataset_teste\robisto\chictopia\lavagrantbelle\86211.jpg,train,basic,CASUAL_BASICO,"black leather,h&m jacket,",86211.jpg,lavagrantbelle
D:\leo\dataset_teste\robisto\chictopia\BrunetteJJ\208369.jpg,train,trendy,TRENDY_ECLECTIC,"necklace,",208369.jpg,BrunetteJJ
D:\leo\dataset_teste\robisto\chictopia\Elfena\117161.jpg,train,elegant,CHIC_ROMANTIC,"lipsy skirt,",117161.jpg,Elfena
D:\leo\dataset_teste\robisto\chictopia\Geanina\151359.jpg,train,comfortable,CASUAL_BASICO,"black,zara boots,olive green,mango sweater,black,pimkie bag,dark brown,bershka top,black,zara pants,",151359.jpg,Geanina
D:\leo\dataset_teste\robisto\chictopia\elekesnm\239322.jpg,train,rocker,EXPRESSIVE,"blue jeans,black,handmade,shirt,",239322.jpg,elekesnm
D:\leo\dataset_teste\robisto\chictopia\camren103\150599.jpg,train,chic,CHIC_ROMANTIC,"black,forever 21 sunglasses,black,velvet,reverse jumper,black,suede,manolo blahnik heels,",150599.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\Mishalala\264585.jpg,train,rocker,EXPRESSIVE,"h&m jacket,h&m shirt,",264585.jpg,Mishalala
D:\leo\dataset_teste\robisto\chictopia\imperfectidealist\170122.jpg,train,trendy,TRENDY_ECLECTIC,"navy,thrifted j.crew shorts,salmon,lc lauren conrad top,gold,efoxcity necklace,",170122.jpg,imperfectidealist
D:\leo\dataset_teste\robisto\chictopia\heath677\24928.jpg,train,trendy,TRENDY_ECLECTIC,"neoprene,dress,neoprene,blazer,",24928.jpg,heath677
D:\leo\dataset_teste\robisto\chictopia\CandyUK\100162.jpg,train,comfortable,CASUAL_BASICO,"tawny,leather,bata boots,periwinkle,lee cooper jeans,bronze,vero moda bag,navy,stradivarius cardigan",100162.jpg,CandyUK
D:\leo\dataset_teste\robisto\chictopia\BossBill1\74735.jpg,train,casual,CASUAL_BASICO,"tan,vince camuto boots,ruby red,zara coat,navy,rag & bone jeans,beige,holt renfrew hat,red,asos bag,",74735.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\aosakana\73055.jpg,train,casual,CASUAL_BASICO,"ivory,cotton tab-sleeve,click shirt,navy,flat-front slim-fit,click pants,",73055.jpg,aosakana
D:\leo\dataset_teste\robisto\chictopia\Blogdale\67504.jpg,train,elegant,CHIC_ROMANTIC,"blue jacket,sky blue blouse,black pumps,",67504.jpg,Blogdale
D:\leo\dataset_teste\robisto\chictopia\twee_wu\41388.jpg,train,urban,TRENDY_ECLECTIC,"sky blue,vintage shorts,light brown,paint it red top,black,converse sneakers,",41388.jpg,twee_wu
D:\leo\dataset_teste\robisto\chictopia\inaKristina\3684.jpg,train,casual,CASUAL_BASICO,"batoko t-shirt,vero moda skirt,asos flats,zara necklace,",3684.jpg,inaKristina
D:\leo\dataset_teste\robisto\chictopia\skinnybuddha\21690.jpg,train,basic,CASUAL_BASICO,"off white,studded cross,nowistyle dress,navy,nowistyle bag,blue,studded,zara sandals,",21690.jpg,skinnybuddha
D:\leo\dataset_teste\robisto\chictopia\arelypfeffer141\252888.jpg,train,romantic,CHIC_ROMANTIC,"white,styligion dress,",252888.jpg,arelypfeffer141
D:\leo\dataset_teste\robisto\chictopia\Badman\84913.jpg,train,elegant,CHIC_ROMANTIC,"peplum,yesstyle dress,",84913.jpg,Badman
D:\leo\dataset_teste\robisto\chictopia\flattery\207265.jpg,train,rocker,EXPRESSIVE,,207265.jpg,flattery
D:\leo\dataset_teste\robisto\chictopia\andresbarreto\82576.jpg,train,chic,CHIC_ROMANTIC,"teal,h&m shirt,",82576.jpg,andresbarreto
D:\leo\dataset_teste\robisto\chictopia\akemi_iwaya\237607.jpg,train,trendy,TRENDY_ECLECTIC,"white,romwe bag,black,kahri skirt,white,romwe top,orange,hair dessert hair accessory,white,zappos he",237607.jpg,akemi_iwaya
D:\leo\dataset_teste\robisto\chictopia\enigmasupernova\46907.jpg,train,romantic,CHIC_ROMANTIC,"red,floral,vintage dress,black,button down,newlook cardigan,black,t-strap,vincci shoes,black,random",46907.jpg,enigmasupernova
D:\leo\dataset_teste\robisto\chictopia\BossBill1\74555.jpg,train,trendy,TRENDY_ECLECTIC,"black,varsity,forever 21 jacket,black,lace,nasty gal shorts,black,handmade,urbanog t-shirt,black,ank",74555.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\jehanprouvaire\80404.jpg,train,rocker,EXPRESSIVE,"black boots,red,union jack,romwe leggings,charcoal gray,the beatles,shirt,navy,plaid,zara shirt,navy",80404.jpg,jehanprouvaire
D:\leo\dataset_teste\robisto\chictopia\CrashingRed\111533.jpg,train,basic,CASUAL_BASICO,"cream,silk,celine jeans,cream,canvas and leather,coach bag,yellow,cotton,kookai top,gold,chunky,diva",111533.jpg,CrashingRed
D:\leo\dataset_teste\robisto\chictopia\airlinenut\200679.jpg,train,comfortable,CASUAL_BASICO,"crimson,oxford,author shoes,gold,gap sweater,black,pure & good tights,black,yoga,american apparel sk",200679.jpg,airlinenut
D:\leo\dataset_teste\robisto\chictopia\ChanelCraves\132653.jpg,train,eclectic,TRENDY_ECLECTIC,"polka dots,forever 21 blazer,neon,forever21 shirt,mulberry x target bag,leather,forever21 shorts,ald",132653.jpg,ChanelCraves
D:\leo\dataset_teste\robisto\chictopia\visala\93961.jpg,train,chic,CHIC_ROMANTIC,"jeffrey campbell wedges,",93961.jpg,visala
D:\leo\dataset_teste\robisto\chictopia\CutenotKawaii\115120.jpg,train,comfortable,CASUAL_BASICO,"most comfortable t ever,mossimo t-shirt,denim,converse skirt,vintage,??? belt,coral, brass,skwrrl* c",115120.jpg,CutenotKawaii
D:\leo\dataset_teste\robisto\chictopia\EmmaDeeb\219084.jpg,train,casual,CASUAL_BASICO,"jeans,jumper,heels,",219084.jpg,EmmaDeeb
D:\leo\dataset_teste\robisto\chictopia\kitschmoog\264611.jpg,train,comfortable,CASUAL_BASICO,"vintage blazer,thrifted t-shirt,se boutique boots,",264611.jpg,kitschmoog
D:\leo\dataset_teste\robisto\chictopia\gutterfairy\95206.jpg,train,eclectic,TRENDY_ECLECTIC,"black,das boot,unif shoes,light blue,fantasy fur,nasty gal coat,",95206.jpg,gutterfairy
D:\leo\dataset_teste\robisto\chictopia\lulut_marganingtyas\26597.jpg,train,basic,CASUAL_BASICO,"animal print,my mom/s own scarf,animal print,my mom/s own bag,ripped,pants,",26597.jpg,lulut_marganingtyas
D:\leo\dataset_teste\robisto\chictopia\stylesbyassitan\232785.jpg,train,chic,CHIC_ROMANTIC,"black,aldo boots,",232785.jpg,stylesbyassitan
D:\leo\dataset_teste\robisto\chictopia\CalamityJem\110876.jpg,train,comfortable,CASUAL_BASICO,"blue,80s irish mohair,vintage from ebay cardigan,purple,flutter sleeve,top,purple,h&m shorts,purple",110876.jpg,CalamityJem
D:\leo\dataset_teste\robisto\chictopia\SpanishMossVintage\38096.jpg,train,rocker,EXPRESSIVE,"black dress,",38096.jpg,SpanishMossVintage
D:\leo\dataset_teste\robisto\chictopia\Katnani\59601.jpg,train,bohemian,EXPRESSIVE,"bronze,timberland boots,camel,sfera sweater,charcoal gray,pimkie leggings,blue,h&m men shirt,black,z",59601.jpg,Katnani
D:\leo\dataset_teste\robisto\chictopia\AngelaVerdina\205259.jpg,train,romantic,CHIC_ROMANTIC,"tawny,faux leather,boots,nude,polka dots,stockings,bubble gum,asymmetrical,skirt,light pink,sequins,",205259.jpg,AngelaVerdina
D:\leo\dataset_teste\robisto\chictopia\MOBHBIC\5646.jpg,train,basic,CASUAL_BASICO,"red,h&m blazer,tawny,leopard print,thrifted blouse,black,aldo heels,",5646.jpg,MOBHBIC
D:\leo\dataset_teste\robisto\chictopia\almafalcone\106079.jpg,train,chic,CHIC_ROMANTIC,"h&m dress,h&m jacket,h&m jumper,asos heels,versace for h&m bracelet,",106079.jpg,almafalcone
D:\leo\dataset_teste\robisto\chictopia\Frickys\79279.jpg,train,rocker,EXPRESSIVE,"white,ekoclo shirt,black,leather skirt,vintage skirt,black,rick owens inspired,ekoclo jacket,gray,za",79279.jpg,Frickys
D:\leo\dataset_teste\robisto\chictopia\mishuella\284554.jpg,train,chic,CHIC_ROMANTIC,"black,terranova tights,black,leather,cache cache shorts,ivory,meli melo necklace,",284554.jpg,mishuella
D:\leo\dataset_teste\robisto\chictopia\meggstatus\145914.jpg,train,casual,CASUAL_BASICO,"black,steve madden shoes,sky blue,vintage levi/s shorts,maroon,vintage blouse,",145914.jpg,meggstatus
D:\leo\dataset_teste\robisto\chictopia\Style4TheCamera\43207.jpg,train,trendy,TRENDY_ECLECTIC,"american apparel jacket,old navy shirt,3.1 phillip lim for target bag,target heels,target pants,",43207.jpg,Style4TheCamera
D:\leo\dataset_teste\robisto\chictopia\BowtieDiary\44106.jpg,train,comfortable,CASUAL_BASICO,"black,tamaris boots,olive green,amisu coat,black,monki jeans,heather gray,vero moda hat,heather gray",44106.jpg,BowtieDiary
D:\leo\dataset_teste\robisto\chictopia\kathynoto\169610.jpg,train,comfortable,CASUAL_BASICO,"yellow,boxy,thrifted blouse,teal,plaid midi,thrifted skirt,yellow,tasseled,flats,",169610.jpg,kathynoto
D:\leo\dataset_teste\robisto\chictopia\BusyBeingHappy\77134.jpg,train,rocker,EXPRESSIVE,"white,thrifted,shirt,denim, diy cut-off,forever 21 shorts,black boots,silver wrist cuff,aldo,silver,",77134.jpg,BusyBeingHappy
D:\leo\dataset_teste\robisto\chictopia\lovelystyle\15137.jpg,train,elegant,CHIC_ROMANTIC,"savida blouse,omgfashion skirt,dunnes heels,",15137.jpg,lovelystyle
D:\leo\dataset_teste\robisto\chictopia\Rachel_Emma\68057.jpg,train,casual,CASUAL_BASICO,"tawny,dsw boots,charcoal gray,forever 21 coat,thrifted shirt,navy,forever 21 pants,bubble gum,foreve",68057.jpg,Rachel_Emma
D:\leo\dataset_teste\robisto\chictopia\Adriannaa\232716.jpg,train,chic,CHIC_ROMANTIC,"dinodirect blouse,stradivarius heels,",232716.jpg,Adriannaa
D:\leo\dataset_teste\robisto\chictopia\alinaceusan\70451.jpg,train,bohemian,EXPRESSIVE,"burnt orange,vintage boots,camel,paper,new yorker hat,dark khaki,ripped,cars shorts,dark brown,clubm",70451.jpg,alinaceusan
D:\leo\dataset_teste\robisto\chictopia\amiek\130937.jpg,train,classic,CASUAL_BASICO,"black,snakeskin,minelli boots,black,skinny high waisted,freego jeans,off white,silk,quiksilver blous",130937.jpg,amiek
D:\leo\dataset_teste\robisto\chictopia\amelie240\21252.jpg,train,urban,TRENDY_ECLECTIC,"aquamarine,asos bag,light yellow,asos suit,heather gray,dune pumps,",21252.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\dianadmoda\118450.jpg,train,bohemian,EXPRESSIVE,"primark shoes,forever 21 jacket,primark bag,sfera skirt,",118450.jpg,dianadmoda
D:\leo\dataset_teste\robisto\chictopia\nikkidargy\70112.jpg,train,chic,CHIC_ROMANTIC,"thrifted dress,apostrophe sunglasses,suelas sandals,",70112.jpg,nikkidargy
D:\leo\dataset_teste\robisto\chictopia\breezyandbrazen\94859.jpg,train,trendy,TRENDY_ECLECTIC,"black,mckenzie satchel,bag,camel pants,ivory blouse,brown,faux fur,vest,",94859.jpg,breezyandbrazen
D:\leo\dataset_teste\robisto\chictopia\ruxiv\283558.jpg,train,elegant,CHIC_ROMANTIC,"black,orsay dress,black,benvenutti bag,black,benvenutti heels,",283558.jpg,ruxiv
D:\leo\dataset_teste\robisto\chictopia\camren103\160139.jpg,train,eclectic,TRENDY_ECLECTIC,"ruby red,suede,steve madden boots,red,checkered,madewell shirt,black,hue tights,red,topshop bag,navy",160139.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\amelie240\117009.jpg,train,bohemian,EXPRESSIVE,"black,celine coat,beige,topshop hat,black,vintage blouse,ivory,mango pants,",117009.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\amelie240\21921.jpg,train,chic,CHIC_ROMANTIC,"carrot orange,orange,livia clue skirt,",21921.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\ParfoisA\144211.jpg,train,elegant,CHIC_ROMANTIC,"black shoes,dark gray blazer,neutral shirt,sky blue purse,gold necklace,",144211.jpg,ParfoisA
D:\leo\dataset_teste\robisto\chictopia\Clarisse\236284.jpg,train,trendy,TRENDY_ECLECTIC,,236284.jpg,Clarisse
D:\leo\dataset_teste\robisto\chictopia\willbakeforshoes\292676.jpg,train,classic,CASUAL_BASICO,"purple,wrap,diane von furstenburg dress,beige,trench,viktor & rolf h&m coat,gold,glitter peep-toe mi",292676.jpg,willbakeforshoes
D:\leo\dataset_teste\robisto\chictopia\westmountfashionista\109332.jpg,train,casual,CASUAL_BASICO,"black,frye boots,black,genetic denim jeans,black,chanel sunglasses,heather gray,splendid top,heather",109332.jpg,westmountfashionista
D:\leo\dataset_teste\robisto\chictopia\augustwrinkle\279152.jpg,train,trendy,TRENDY_ECLECTIC,"estam skirt,",279152.jpg,augustwrinkle
D:\leo\dataset_teste\robisto\chictopia\enter0my0closet\229914.jpg,train,eclectic,TRENDY_ECLECTIC,"american apparel bodysuit,",229914.jpg,enter0my0closet
D:\leo\dataset_teste\robisto\chictopia\Badman\86416.jpg,train,classic,CASUAL_BASICO,"chanel bag,marc jacobs sunglasses,zara blouse,vanessa bruno sandals,american apparel skirt,",86416.jpg,Badman
D:\leo\dataset_teste\robisto\chictopia\camren103\153055.jpg,train,classic,CASUAL_BASICO,"red,comtesse sofia scarf,",153055.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\memoriesineyes\15253.jpg,train,trendy,TRENDY_ECLECTIC,"beige,batwing,one clothing blouse,brown,soprano vest,black,shredded,tights,black,thrifted,sudini boo",15253.jpg,memoriesineyes
D:\leo\dataset_teste\robisto\chictopia\JacquelineRose\39367.jpg,train,romantic,CHIC_ROMANTIC,,39367.jpg,JacquelineRose
D:\leo\dataset_teste\robisto\chictopia\iseejanemary2\42994.jpg,train,bohemian,EXPRESSIVE,,42994.jpg,iseejanemary2
D:\leo\dataset_teste\robisto\chictopia\karinamaria\230879.jpg,train,rocker,EXPRESSIVE,"unbranded shirt,plopherz shop pants,unbranded shoes,",230879.jpg,karinamaria
D:\leo\dataset_teste\robisto\chictopia\Dreamlander\6863.jpg,train,comfortable,CASUAL_BASICO,"black,leather,jacket,peach,thrifted skirt,",6863.jpg,Dreamlander
D:\leo\dataset_teste\robisto\chictopia\MsQui\110108.jpg,train,comfortable,CASUAL_BASICO,"riding leggings,bossy $nob leggings,watercolor crop,bossy $nob shirt,",110108.jpg,MsQui
D:\leo\dataset_teste\robisto\chictopia\BossBill1\74554.jpg,train,urban,TRENDY_ECLECTIC,"black boots,black,h&m tights,charcoal gray bag,heather gray,vila swimwear,black,h&m skirt,navy,zara",74554.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\barbali\90441.jpg,train,urban,TRENDY_ECLECTIC,"ann christine coat,",90441.jpg,barbali
D:\leo\dataset_teste\robisto\chictopia\whatswithamy\18851.jpg,train,bohemian,EXPRESSIVE,"bubble gum,floral shorts,vintage shorts,bronze,fur boots fur,atseoul.com heels,",18851.jpg,whatswithamy
D:\leo\dataset_teste\robisto\chictopia\tini_tani\102659.jpg,train,romantic,CHIC_ROMANTIC,"yellow,miss nabi bag,red,marika skirt,",102659.jpg,tini_tani
D:\leo\dataset_teste\robisto\chictopia\amelie240\19053.jpg,train,rocker,EXPRESSIVE,"crimson boots,black jeans,white t-shirt,denim,vest,",19053.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\AnastasijaPavlovic\223832.jpg,train,basic,CASUAL_BASICO,"express pants,forever 21 top,",223832.jpg,AnastasijaPavlovic
D:\leo\dataset_teste\robisto\chictopia\annmarieyang\59189.jpg,train,basic,CASUAL_BASICO,"white,cotton,shirt,black,crossbody,bag,black,skater,asos skirt,",59189.jpg,annmarieyang
D:\leo\dataset_teste\robisto\chictopia\Honor\100429.jpg,train,rocker,EXPRESSIVE,"black,t-bar spike,oasap shoes,black,biker,h&m jacket,black,vintage shirt,gold,primark skirt,",100429.jpg,Honor
D:\leo\dataset_teste\robisto\chictopia\amelie240\15226.jpg,train,trendy,TRENDY_ECLECTIC,"black,guiseppe zanotti boots,light pink,h&m coat,black,rag & bone jeans,navy,helmut lang blouse,",15226.jpg,amelie240
D:\leo\dataset_teste\robisto\chictopia\elodieinparis\118742.jpg,train,basic,CASUAL_BASICO,"maroon,floral,choies pants,black,basic,h&m top,",118742.jpg,elodieinparis
D:\leo\dataset_teste\robisto\chictopia\Rocknrollerr\183942.jpg,train,rocker,EXPRESSIVE,"black boots,river island boots,",183942.jpg,Rocknrollerr
D:\leo\dataset_teste\robisto\chictopia\julieghammer\81061.jpg,train,casual,CASUAL_BASICO,"light blue,floral,unknown dress,black,studded,alexander wang bag,black,ray-ban sunglasses,black,leat",81061.jpg,julieghammer
D:\leo\dataset_teste\robisto\chictopia\PaulineLG\106045.jpg,train,eclectic,TRENDY_ECLECTIC,"forest green,floral,forever 21 dress,sky blue,denim,forever 21 shirt,",106045.jpg,PaulineLG
D:\leo\dataset_teste\robisto\chictopia\BossBill1\72615.jpg,train,trendy,TRENDY_ECLECTIC,"burberry shoes,zara jacket,",72615.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\wisnugenu\46447.jpg,train,urban,TRENDY_ECLECTIC,"black,oversized blazer,zara blazer,black,diy ripped,topman top,gray,acid tye die,mango jeans,black,z",46447.jpg,wisnugenu
D:\leo\dataset_teste\robisto\chictopia\CheriChictopia\59376.jpg,train,classic,CASUAL_BASICO,,59376.jpg,CheriChictopia
D:\leo\dataset_teste\robisto\chictopia\BossBill1\73280.jpg,train,chic,CHIC_ROMANTIC,"white,flower bomber,bershka jacket,black,clutch,& other stories bag,black,nikita cateye,tom ford sun",73280.jpg,BossBill1
D:\leo\dataset_teste\robisto\chictopia\2piezas\13845.jpg,train,bohemian,EXPRESSIVE,"black,h&m blouse,",13845.jpg,2piezas
D:\leo\dataset_teste\robisto\chictopia\ElaineHsueh7064\209412.jpg,train,basic,CASUAL_BASICO,"white,converse shoes,black dress,",209412.jpg,ElaineHsueh7064
D:\leo\dataset_teste\robisto\chictopia\camren103\156756.jpg,train,eclectic,TRENDY_ECLECTIC,"black,poland boot,jeffrey campbell x lf boots,black,leather jacket,asos jacket,purple,velvet accent",156756.jpg,camren103
D:\leo\dataset_teste\robisto\chictopia\kristenmay\115470.jpg,train,basic,CASUAL_BASICO,"blue,gap blazer,gap jeans,blue,h & m shoes,black,atc glasses,black,armani exchange belt,white,h & m",115470.jpg,kristenmay
D:\leo\dataset_teste\robisto\chictopia\Oteea\222047.jpg,train,elegant,CHIC_ROMANTIC,"h&m boots,h&m bag,asos skirt,",222047.jpg,Oteea
D:\leo\dataset_teste\robisto\chictopia\Badman\84730.jpg,train,classic,CASUAL_BASICO,"white,vintage blouse,silver,vintage skirt,",84730.jpg,Badman
D:\leo\dataset_teste\robisto\chictopia\curiousnatalia\52353.jpg,train,trendy,TRENDY_ECLECTIC,"brown lace up booties,forever 21 boots,polka dot peter pan collar dre,forever 21 dress,red satchel,f",52353.jpg,curiousnatalia
D:\leo\dataset_teste\robisto\chictopia\AshleyOh\63897.jpg,train,romantic,CHIC_ROMANTIC,"vintage dress,vintage bag,thrifted cardigan,chelsea crew heels,",63897.jpg,AshleyOh
D:\leo\dataset_teste\robisto\chictopia\alfonzo141\128975.jpg,train,classic,CASUAL_BASICO,"black,leather,new look boots,deep purple,wool,blue vanilla dress,black,leather,zara bag,",128975.jpg,alfonzo141
D:\leo\dataset_teste\robisto\chictopia\CandyUK\99945.jpg,train,bohemian,EXPRESSIVE,"firmoo sunglasses,printed,bershka pants,black,new look top,black,ice-watch watch,invuu london bracel",99945.jpg,CandyUK
D:\leo\dataset_teste\robisto\chictopia\mayo_wo\143720.jpg,train,urban,TRENDY_ECLECTIC,"white,laurustinus top,turquoise blue,asianicandy skirt,tan,choies flats,salmon,chicwish bracelet,",143720.jpg,mayo_wo
D:\leo\dataset_teste\robisto\chictopia\grayskies\138294.jpg,train,comfortable,CASUAL_BASICO,"navy,maxi dress,forever 21 dress,tan,satchel,bag,purple,oscar de la renta sunglasses,",138294.jpg,grayskies
D:\leo\dataset_teste\robisto\chictopia\daisymay\103216.jpg,train,eclectic,TRENDY_ECLECTIC,"black,internacionale shorts,white,primark top,gray,mustang shoes,",103216.jpg,daisymay
D:\leo\dataset_teste\robisto\chictopia\MonikaM\60353.jpg,train,comfortable,CASUAL_BASICO,"silver,jeans,mango jeans,white,romantic,claire/s hat,off white,chic,sugarlips top,",60353.jpg,MonikaM
D:\leo\dataset_teste\robisto\chictopia\alfonzo141\129036.jpg,train,bohemian,EXPRESSIVE,"black,kotton shoes,gray,zara coat,navy,zara shirt,black,h&m panties,",129036.jpg,alfonzo141
D:\leo\dataset_teste\robisto\chictopia\modishYou\172384.jpg,train,chic,CHIC_ROMANTIC,"black,zalando boots,",172384.jpg,modishYou
D:\leo\dataset_teste\robisto\chictopia\famoody\203164.jpg,train,comfortable,CASUAL_BASICO,"black,sholove boots,navy,wrangler jeans,peach,h&m blazer,silver,stradivarius t-shirt,",203164.jpg,famoody
